what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1351106108591
started,bundle,org.eclipse.equinox.p2.core,2.1.0.v20110502-1955,"org.eclipse.equinox.p2.core",1351106108591
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110502-1955,"org.eclipse.equinox.p2.directorywatcher",1351106108601
started,bundle,org.eclipse.equinox.p2.engine,2.1.0.v20110511,"org.eclipse.equinox.p2.engine",1351106108601
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110510,"org.eclipse.equinox.p2.metadata",1351106108601
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110511-1359,"org.eclipse.equinox.p2.metadata.repository",1351106108601
started,bundle,org.eclipse.equinox.p2.operations,2.1.0.v20110511-1821,"org.eclipse.equinox.p2.operations",1351106108601
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110510,"org.eclipse.equinox.p2.reconciler.dropins",1351106108601
started,bundle,org.eclipse.equinox.p2.repository,2.1.0.v20110601,"org.eclipse.equinox.p2.repository",1351106108601
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.scheduler",1351106108601
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110502-1955,"org.eclipse.equinox.p2.updatechecker",1351106108601
started,bundle,org.eclipse.equinox.preferences,3.4.0.v20110502,"org.eclipse.equinox.preferences",1351106108601
started,bundle,org.eclipse.equinox.registry,3.5.100.v20110502,"org.eclipse.equinox.registry",1351106108601
started,bundle,org.eclipse.equinox.security,1.1.0.v20110502,"org.eclipse.equinox.security",1351106108641
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1351106108641
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1351106108641
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1351106108641
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1351106108641
started,bundle,org.eclipse.jdt.core,3.7.0.v_B61,"org.eclipse.jdt.core",1351106108641
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110505-0800,"org.eclipse.jdt.core.manipulation",1351106108641
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1351106108641
started,bundle,org.eclipse.jdt.launching,3.6.0.v20110509,"org.eclipse.jdt.launching",1351106108641
started,bundle,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui",1351106108641
started,bundle,org.eclipse.jface,3.7.0.I20110522-1430,"org.eclipse.jface",1351106108641
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1351106108641
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1351106108641
started,bundle,org.eclipse.ltk.core.refactoring,3.5.200.v20110505-0800,"org.eclipse.ltk.core.refactoring",1351106108641
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1351106108641
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.core",1351106108641
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1351106108641
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1351106108651
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1351106108651
started,bundle,org.eclipse.mylyn.commons.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.ui",1351106108651
started,bundle,org.eclipse.mylyn.context.core,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.core",1351106108651
started,bundle,org.eclipse.mylyn.context.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.context.ui",1351106108651
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1351106108651
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.tasks.ui",1351106108651
started,bundle,org.eclipse.mylyn.team.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.team.ui",1351106108651
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1351106108651
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1351106108651
started,bundle,org.eclipse.search,3.7.0.v20110505-0800,"org.eclipse.search",1351106108651
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1351106108661
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1351106108661
started,bundle,org.eclipse.team.cvs.ui,3.3.400.I20110510-0800,"org.eclipse.team.cvs.ui",1351106108661
started,bundle,org.eclipse.team.ui,3.6.100.I20110525-0800,"org.eclipse.team.ui",1351106108661
started,bundle,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui",1351106108661
started,bundle,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console",1351106108661
started,bundle,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.editors",1351106108661
started,bundle,org.eclipse.ui.forms,3.5.100.v20110425,"org.eclipse.ui.forms",1351106108661
started,bundle,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.ide",1351106108661
started,bundle,org.eclipse.ui.net,1.2.100.I20110511-0800,"org.eclipse.ui.net",1351106108661
started,bundle,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views",1351106108671
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1351106108671
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1351106108671
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1351106108671
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1351106108671
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1351106108711
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1351106108711
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1351106108711
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1351106108711
os,sysinfo,,,"win32",1351106108711
arch,sysinfo,,,"x86_64",1351106108711
ws,sysinfo,,,"win32",1351106108711
locale,sysinfo,,,"en_US",1351106108711
processors,sysinfo,,,"4",1351106108711
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1351106108711
java.runtime.version,sysinfo,,,"1.7.0_01-b08",1351106108711
java.specification.name,sysinfo,,,"Java Platform API Specification",1351106108711
java.specification.vendor,sysinfo,,,"Oracle Corporation",1351106108711
java.specification.version,sysinfo,,,"1.7",1351106108711
java.vendor,sysinfo,,,"Oracle Corporation",1351106108711
java.version,sysinfo,,,"1.7.0_01",1351106108711
java.vm.info,sysinfo,,,"mixed mode",1351106108711
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1351106108711
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1351106108711
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1351106108711
java.vm.specification.version,sysinfo,,,"1.7",1351106108711
java.vm.vendor,sysinfo,,,"Oracle Corporation",1351106108711
java.vm.version,sysinfo,,,"21.1-b02",1351106108711
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20110520-1406,"org.eclipse.emf.ecore.xmi",1351106108851
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1351106109011
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.300.v201011231608,"org.eclipse.jst.ws.jaxrs.core",1351106109111
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351106134430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106137551
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106178603
started,bundle,org.eclipse.compare,3.5.200.I20110525-0800,"org.eclipse.compare",1351106181175
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106186553
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106261220
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351106261344
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351106261444
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1351106266612
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1351106270523
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106272375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106280936
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1351106287100
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.0.v201105180000,"org.eclipse.jpt.jaxb.ui",1351106287148
started,bundle,org.eclipse.jpt.jpa.ui,3.0.0.v201105170000,"org.eclipse.jpt.jpa.ui",1351106287262
started,bundle,org.eclipse.jpt.common.core,1.0.0.v201105180000,"org.eclipse.jpt.common.core",1351106287458
started,bundle,org.eclipse.jpt.jpa.core,3.0.0.v201105250001,"org.eclipse.jpt.jpa.core",1351106287460
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1351106287562
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1351106287572
started,bundle,org.eclipse.pde.api.tools,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools",1351106287713
started,bundle,org.eclipse.pde.api.tools.ui,1.0.300.v20110523-1600,"org.eclipse.pde.api.tools.ui",1351106287715
started,bundle,org.eclipse.jpt.jaxb.core,1.0.0.v201105240000,"org.eclipse.jpt.jaxb.core",1351106288000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1351106298902
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106300665
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106317311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1351106327929
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106330033
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106334080
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106349578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106357913
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106376566
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106389040
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106400138
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106416762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106417498
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106420511
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106431558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106432590
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106438505
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106439937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106440894
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106451839
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106453931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106490165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106545141
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106547610
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1351106553833
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106555968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106557087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106569694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106579727
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1351106583543
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106585545
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106594754
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106608140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106611622
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106614510
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106632658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106644465
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106653991
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106660193
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106674020
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106676776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106686378
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106686937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106688156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106697522
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106700970
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106704371
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106704981
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106706314
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106713549
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1351106718607
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106725142
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106729460
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106754652
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106758289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106779559
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106791131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106794114
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1351106816669
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106817376
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106822660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106844801
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1351106847837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351106858628
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1351107658998
